Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills
25;Web Analytics & Insights Specialist (60-100%);Gonser AG;Hergiswil;Fachliche Verantwortung, Betreuung und Weiterentwicklung des gesamten Webtrackings (insb. Google Analytics) in Zusammenarbeit mit unserer Webentwicklungsagentur | Analyse von Nutzerverhalten, Marketingmassnahmen und Customer Journeys | Planung, Durchführung und Auswertung von A/B-Tests zur Optimierung der Performance | Entwicklung und Erstellung von Reportings und interaktiven Dashboards für verschiedene Stakeholder | Aufbau von Analyse- und Monitoring-Prozessen inkl. KPI-Alerts | Identifikation von Trends und Optimierungspotentialen anhand von Wettbewerbs- und Marktanalysen | Kontinuierlicher Ausbau der Analyseinfrastruktur und Integration neuer Datenquellen | Mitgestaltung und Mitwirkung bei laufenden E-Commerce- und Webshopprojekten;Abgeschlossenes Studium in einem relevanten Bereich wie Wirtschaftsinformatik, BWL, Digital Marketing oder Data Science | Mindestens 2 Jahre Erfahrung in vergleichbaren Rollen wie Business Analyst, Web-Analyst oder im digitalen Marketing, idealerweise im E-Commerce Umfeld | Fundierte Erfahrung mit gängigen Analyse-Tools (Google Analytics, Power BI, Hotjar), Tracking Technologien (Google Tag Manager) und A/B-Testing Plattformen (z.B. Kameleoon) | Grundkenntnisse in HTML, CSS, JavaScript oder SQL von Vorteil | Ausgeprägtes analytisches und konzeptionelles Denken sowie technische Affinität | Verständnis für E-Commerce Mechanismen und Online-Kundenerlebnisse (z.B. Conversion Funnel, Einflussfaktoren auf Kaufentscheidungen) | Gute Deutschkenntnisse, Englisch von Vorteil | Kommunikationsstärke und Freude an interdisziplinärer Zusammenarbeit
26;Wissenschaftliche:r Mitarbeiter:in Verkehrsmodellierung 80 %;ZHAW;Winterthur;Sie übernehmen selbstständig die Leitung und Umsetzung von spannenden nationalen und internationalen Forschungs- und Dienstleistungsprojekten im Bereich Smart Mobility und Verkehrssysteme - darunter das laufende EU-Projekt moveo, das innovative Mobilitätslösungen in realen Demonstratoren erprobt. | Sie entwickeln innovative Modellierungsstrategien und methodische Ansätze zur Analyse und Optimierung des Mobilitätsverhaltens - mit Schwerpunkt auf Strassenverkehrstechnik und multimodale Systeme. | Sie arbeiten an der Schnittstelle zwischen universitärer Forschung und praktischer Umsetzung und bringen Ihre Expertise aktiv in interdisziplinäre Projektteams ein. | Sie haben die Möglichkeit, wissenschaftliche Publikationen zu verfassen und sich an internationalen Konferenzen zu beteiligen. | Sie unterstützen die Betreuung und Ausbildung von Assistierenden in angewandten Forschungs- und Entwicklungsprojekten. | Sie betreuen Studierende bei Bachelor- und Masterarbeiten und begleiten sie fachlich während ihrer Abschlussprojekte.;Sie verfügen über einen Hochschulabschluss oder ein vergleichbares Qualifikationsniveau in einem für das Thema relevanten Bereich | Sie bringen eine Dissertation im Bereich Verkehrsmodellierung mit | Sie arbeiten analytisch, strukturiert und präzise und bringen sehr gute mathematische Fähigkeiten mit | Sie bringen umfangreiches und breites Fachwissen im Bereich der quantitativen Methoden in Planung und Betrieb von Mobilitätssystemen mit | Sie haben Freude an wissenschaftlicher Betreuung und unterstützen Studierende kompetent und motivierend bei Projekt-, Bachelor- oder Masterarbeiten. | Sie bringen sehr gute Kenntnisse in Deutsch und Englisch mit
27;Data Architekt;Safeguard Global;Thun, Berne, Schweiz;"Architect the future: Plan, design, and manage end-to-end data architecture for space missions | Model with purpose:  Create data models and storage structures to handle vast, complex datasets | Integrate intelligence:  Connect satellite, ground station, and other mission-critical data sources | Own the lifecycle: Oversee the integrity and usability of data from acquisition to archival | Secure and comply:  Ensure high standards of data security, privacy, and compliance | Scale for the stars:  Build infrastructure ready to grow with increasing data volume and mission complexity | Always-on performance:  Design for high availability, reliability, and performance | Govern smartly:  Define access policies and safeguards to prevent misuse | Collaborate across galaxies:  Work closely with fellow system and enterprise architects to align with broader mission goals | A degree in Computer Science, Data Science, or a related field | Several years of experience in data architecture, engineering, or data lifecycle management | Hands-on experience in space technology and Dev(Sec)Ops environments | A proactive mindset and strong self-management skills | Ability to think systemically and solve complex, cross-functional challenges | Excellent communication and stakeholder management skills | EU and/or Swiss work permit, with no entries in public registers (required for security clearance) | Fluent English (spoken and written); Very good knowledge of German";Comprehensive Pension Fund: Secure your future with our robust pension plan. | Flexible Working Hours: Enjoy the freedom to balance work and life with our adaptable schedules. | 13th Month Salary: Receive an extra month's salary as a bonus for your hard work and dedication. | Generous Paternity Leave: Spend quality time with your new family member with our extended paternity leave. | Private Medical Insurance: Stay healthy and worry-free with our top-tier private medical coverage.
28;Director Engineering & Technology;Brack.Alltron AG;Mägenwil;Gesamtverantwortung für das Engineering-Department mit den Bereichen Software Engineering und IT Operations (>100 Mitarbeitende) | Direkte Führung der Head of Engineerings, Software Architekten und Head of IT Ops Weiterentwicklung und Implementierung unserer IT-Strategie und Enterprise-Architektur | Treffen von Technologie-Entscheidungen zu Cloud-Lösungen, KI-Anwendungen, der System-Landschaft sowie Microservice-Architekturen | Sicherstellung des stabilen Betriebs unserer technischen Plattformen | Budget- und Ressourcenverantwortung für den Engineering-Bereich | Enge Zusammenarbeit mit dem CIO bei der strategischen Führung der IT-Abteilung | Förderung einer Kultur der Exzellenz, Innovation und kontinuierlichen Verbesserung;Hochschulabschluss in Informatik oder einem verwandten Bereich (Mathematik, Physik, Data Science) oder gleichwertige Erfahrung | Mindestens 5 Jahre Erfahrung als CTO oder in einer vergleichbaren leitenden Funktion in einem grösseren Unternehmen | Fundierte Kenntnisse in Enterprise-Architekturen, Cloud-Technologien, Microservices und KI-Anwendungen | Praktische Erfahrung als Software Engineer und mit modernen Sprachen | Nachweisbare Erfahrung in der Führung crossfunktionaler Teams und agiler Softwareentwicklung | Strategisches und analytisches Denken mit hoher Ergebnisorientierung | Empathische und integrative Führungspersönlichkeit mit Gespür für die Weiterentwicklung von Mitarbeitenden | Fliessende Deutsch- und Englischkenntnisse
29;MLOps Engineer 80 - 100% (w/m/d);LGT;Zürich;"Zusammenarbeit mit Data Scientists, Data Engineers und Architekten, um die Advanced Analytics & AI Plattform vor Ort und in der Azure-Cloud weiterzuentwickeln und zu skalieren | Zusammenarbeit mit Data Scientists, um Analytics/AI-Produkte zu produktisieren und an Endnutzer auszurollen | Sicherstellung der Sicherheit, Verfügbarkeit und Leistung der Advanced Analytics & AI Plattform | Implementierung und Verwaltung von Workflows für Continuous Integration (CI) und Continuous Delivery (CD) | Bereitstellung von Plattformunterstützung und Wartung | Bachelor-Abschluss oder höher in Informatik, Software Engineering, Systemadministration, Ingenieurwesen oder einem verwandten Fachgebiet oder eine gleichwertige Kombination aus Ausbildung und Erfahrung | 5+ Jahre Erfahrung als DevOps/MLOps Engineer in einer mittelgroßen bis großen IT-Organisation | 5+ Jahre Erfahrung in der Implementierung von Data-Science-Lösungen auf VPC, Azure oder AWS | Erfahrung mit GitLab, GitLab Pipelines und ArgoCD | Erfahrung mit Openshift, Kubernetes, S3 Storage und Python | Kenntnisse in IT-Sicherheitsarchitektur sind von Vorteil | Erfahrung in der Bereitstellung von LLM & ML Modellen | Flexible Arbeitsmodelle | Sabbaticals | Mindestens 25 Tage Jahresurlaub, abhängig vom Alter | Optionen für bezahlten Sonderurlaub | Mutterschafts- und Vaterschaftsurlaub, Möglichkeiten für zusätzlichen Elternurlaub | Subventionen für die Kindertagesstätte ""Villa Wirbelwind"" | Zusätzlicher Kinderbetreuungszuschuss für entgeltlich fremdbetreute Kinder bis 12 Jahre | Rabatte auf Bankprodukte und Dienstleistungen der LGT | Co-Investments bei der LGT | Rabatte auf Kranken- und Sachversicherungen | Pensionsplan mit individuellen Optionen | Verschiedene Initiativen zur Förderung der Mobilität/E-Mobilität | Anerkennung wichtiger Lebensereignisse | Wellness- und Gesundheitsprogramme | Bewegungs- und Sportprogramme | Wöchentlicher Obsttag und gesunde Mahlzeiten | Umkleideräume mit Duschen | Ruheräume | Interne Kurse | Externe Kurse an der Liechtenstein Academy | Unterstützung für externe Aus- und Weiterbildungen | Coaching- und Mentoring-Programme | Internationale Einsätze | Intrapreneurship-Programme";Ihr Team ist virtuell und hauptsächlich in Bendern, Liechtenstein, und Zürich, Schweiz, angesiedelt. | Sie arbeiten täglich mit Stakeholdern aus verschiedenen Standorten in APAC und Europa zusammen. | Hervorragende Kommunikationsfähigkeiten | Ausgeprägter Teamgeist | Wohlfühlen in einem schnelllebigen, agilen Umfeld
30;Projektleiter/-in Daten & Analyse;Bundesamt für Rüstung armasuisse;Bern;Anlaufstelle (SPOC) im Bereich Datenanalyse / Datenauswertungen für alle Stakeholder im Immobilienmanagement VBS | Bei der Durchführung von Auswertungen sowie bei der Optimierung von Datenanalysen beraten | Definition von Masterdaten, Datenmodellen, Datenkatalogen sowie Organisation von Datenströmen (Data Pipelines) und Datenschnittstellen sicherstellen | Umsetzungskonzepte und Projektaufträge für das Daten- und Informationsmanagement erstellen | Analyse-Infrastrukturen und -Werkzeugen konzipieren, realisieren und weiterentwickeln | Bei einer unternehmensweiten Datenarchitektur mitgestalten sowie bei der Weiterentwicklung des gesamten Daten- und Informationsmanagements mitarbeiten;Hochschulabschluss (Bachelor/Master) in Informatik, Wirtschaftsinformatik oder gleichwertige Ausbildung sowie Weiterbildung in Datenanalyse, Data Science oder ähnliches von Vorteil | Mehrjährige Erfahrung in der Auswertung von Daten, der Bearbeitung von Unternehmens- und öffentlichen Daten, der Erstellung von datengestützten Entscheidungsgrundlagen sowie der Aufbereitung von grafischen Informationen | Ausgewiesene Erfahrung in den Bereichen Big Data, Statistik & Machine Learning, Entwicklung von Datenprodukten, Datenschutz und Datensicherheit | Projektleitungserfahrung und Kenntnisse im Bereich IT-System und -Lösungsarchitekturen | Gute mündliche und schriftliche Kenntnisse einer zweiten Amtssprache setzen wir voraus. Mündliche Kenntnisse einer dritten Amtssprache sind von Vorteil
31;Lead AI & Product Engineer (B2B-Plattform, 100%);HOGALOG AG;Winterthur;Entwicklung KI-gestützter Produkte entlang strategischer Ziele, Nutzerbedürfnisse und technologischer Möglichkeiten. | Identifikation relevanter Use Cases und Konzeption konkreter Lösungsansätze mit Fokus auf Machine Learning und Künstlicher Intelligenz. | Umsetzung funktionaler Prototypen, um Ideen frühzeitig zu testen und gemeinsam mit Kunden und Stakeholdern zu validieren. | Bewertung neuer ML-/AI-Technologien hinsichtlich Machbarkeit, Reifegrad und geschäftlichem Nutzen sowie Ableitung fundierter Architektur- und Tooling-Entscheidungen. | Enge Zusammenarbeit mit unseren Entwickler:innen zur Überführung validierter Prototypen in robuste, skalierbare Produktlösungen. | Förderung datengetriebenen Denkens im Unternehmen und aktives Wirken als Impulsgeber:in für daten- und AI-getriebene Innovation.;Erfolgreich abgeschlossenes Hochschulstudium (mindestens BSc) in Informatik, Data Science, Machine Learning oder einem verwandten technischen Bereich. | Du hast bereits mindestens ein marktrelevantes Produkt oder Feature gebaut, das auf einem Large Language Model basiert (z. B. GPT, Claude, Mistral). Dabei hast du den gesamten Prozess mitgestaltet. | Du verfügst über fundierte Kenntnisse in der Evaluation von LLMs – z. B. durch eigene Metriken und Benchmarks. | Sehr gute Python-Kenntnisse, insbesondere im Kontext von LLM-Anwendungen (z. B. mit LangChain, LlamaIndex, transformers, OpenAI SDK, etc.). | Sicher im Umgang mit typischen Komponenten LLM-basierter Systeme wie Embedding Models, Vektordatenbanken (z. B. Pinecone, Weaviate, FAISS) und RAG-Architekturen. | Du verstehst die Konzepte hinter MLOps bzw. LLMOps (z. B. Reproduzierbarkeit, CI/CD für Prompts und Embeddings, Prompt-Versionierung, Logging von User-Feedback). | Sehr gute SQL-Kenntnisse sowie Fähigkeit, Logs und Nutzerinteraktionen auszuwerten und daraus ableitbare Verbesserungen zu identifizieren. | Erfahrung in der Zusammenarbeit mit Product Ownern, Softwareentwickler:innen und interdisziplinären Teams – du kannst AI-Technologie in greifbare Produkte übersetzen. | Du kannst AI-Konzepte klar und verständlich kommunizieren – sowohl innerhalb des Teams als auch gegenüber Stakeholdern ohne technischen Hintergrund.
32;Product Lead Finance & HR;Brack.Alltron AG;Zürich und/oder Mägenwil;Du führst fachlich durch fundiertes Verständnis der Unternehmensstrategie und tiefes Produktwissen in Deinen Bereichen – von Nutzerbedürfnissen über Markttrends bis hin zu technologischen und strategischen Anforderungen. | Du entwickelst unsere Systeme rund um die Bereiche Finance und HR mit Blick auf Wirtschaftlichkeit und Zukunftsfähigkeit, identifizierst Potenziale und Synergien und realisierst nachhaltige Lösungen gemeinsam mit Deinem funktionsübergreifenden Team | Du stellst den benutzerorientierten Produkterfolg sicher, indem du neue Funktionen effektiv kommunizierst und relevante Stakeholder aus Finance und HR sowie das Management aktiv einbindest. | Du nutzt deinen Methodenbaukasten, um Produkte unternehmerisch weiterzuentwickeln – mit einem klaren Fokus auf Effizienz, Nutzerbedürfnisse und technische Machbarkeit. | Du bist Teil eines agilen Teams und arbeitest hands-on aktiv an der Konzeption und Entwicklung nachhaltiger, skalierbarer technischer Lösungen für die Bereiche Finance und HR mit. | Du verantwortest die Produkt-Roadmap, deren Priorisierung sowie die kontinuierliche Evaluierung neuer Potenziale. | Du bist verantwortlich für die Analyse, Konzeption und Umsetzung neuer Features und Innovationen – von der Idee bis zum Going-Live. | Du treibst technologische Innovationen und Verbesserungen für diese Bereiche aktiv voran, hältst dich über Branchentrends und neue Technologien auf dem Laufenden und evaluierst deren Potenzial für unsere Plattform. | Du leitest die Auswahl und Einführung neuer Technologien her sowie etablierst Best Practices im Team.;Ein abgeschlossenes Studium der Wirtschaftsinformatik, Informatik, Data Science oder Betriebswirtschaftslehre mit dem Schwerpunkt Digitales Marketing oder vergleichbarer Abschluss. | Erste einschlägige Berufserfahrung im E-Commerce, idealerweise im digitalen Produktmanagement von Business Applications rund um Finance- und HR-Systeme | Fundiertes Verständnis agiler Softwareentwicklung und deren Methodiken wie Scrum und Kanban | Sehr gute Kommunikationsfähigkeiten, Überzeugungskraft und Durchsetzungsvermögen, Empathie | Sehr gutes Gespür für Benutzerbedürfnisse und deren Denkweisen und Absichten | Ausgeprägte analytische und konzeptionelle Fähigkeiten sowie hohe Problemlösungskompetenz und Kundenorientierung. | Gute Kenntnisse und sicherer Umgang mit gängigen KI- und LLM-Tools, einschliesslich Erfahrung im Prompt-Engineering, deren APIs und dem effizienten Einsatz von Embeddings. | Strukturiertes, selbständiges und kooperatives Arbeiten in einem interdisziplinären Team | Gutes Grundverständnis für zukunftsweisende Technologien, Systeme und Marktentwicklungen bei Finance- und HR-Systemen | Intrinsische Motivation, kontinuierlich relevante Optimierungspotenziale aufzuspüren und entsprechende Initiativen zu gestalten
33;Product Owner, Analytics Platform;MEDGATE;Allschwil;Own and maintain the feature backlog for the analytics platform, balancing business needs, data insights, and platform consistency | Write clear, testable user stories with acceptance criteria aligned to technical requirements for data pipelines, data models, and BI dashboards | Ensure product integrity during new feature and data integration rollouts.;Define and champion the analytics platform vision, aligning [Medgate's] strategic goals with business data and reporting needs. | Collaborate with the Business Owner, TTL, data engineers, compliance teams, and other product team POs. | Proactively communicate delivery timelines, dependencies, and potential issues to stakeholders.
34;Product Lead Logistik;Brack.Alltron AG;Mägenwil;Du führst fachlich durch fundiertes Verständnis der Unternehmensstrategie und tiefes Produktwissen in Deinen Bereichen – von Nutzerbedürfnissen über Markttrends bis hin zu technologischen und strategischen Anforderungen. | Du entwickelst unsere Systeme rund um die Logistik mit Blick auf Wirtschaftlichkeit und Zukunftsfähigkeit, identifizierst Potenziale und Synergien und realisierst nachhaltige Lösungen gemeinsam mit Deinem funktionsübergreifenden Team | Du stellst den benutzerorientierten Produkterfolg sicher, indem du neue Funktionen effektiv kommunizierst und relevante Stakeholder wie die Logistikkollegen und das Management aktiv einbindest. | Du nutzt deinen Methodenbaukasten, um Produkte unternehmerisch weiterzuentwickeln – mit einem klaren Fokus auf Effizienz, Nutzerbedürfnisse und technische Machbarkeit. | Du bist Teil eines agilen Teams und arbeitest hands-on aktiv an der Konzeption und Entwicklung nachhaltiger, skalierbarer technischer Lösungen für den Bereich Logistik mit. | Du verantwortest die Produkt-Roadmap, deren Priorisierung sowie die kontinuierliche Evaluierung neuer Potenziale. | Du bist verantwortlich für die Analyse, Konzeption und Umsetzung neuer Features und Innovationen – von der Idee bis zum Going-Live. | Du treibst technologische Innovationen und Verbesserungen für diese Bereiche aktiv voran, hältst dich über Branchentrends und neue Technologien auf dem Laufenden und evaluierst deren Potenzial für unsere Plattform. | Du leitest die Auswahl und Einführung neuer Technologien her sowie etablierst Best Practices im Team.;Ein abgeschlossenes Studium der Wirtschaftsinformatik, Informatik, Data Science oder Betriebswirtschaftslehre mit dem Schwerpunkt Digitales Marketing oder vergleichbarer Abschluss. | Erste einschlägige Berufserfahrung im E-Commerce, idealerweise im digitalen Produktmanagement von Business Applications rund um Warehouse Systeme, Inbound und Outbound Logistik | Fundiertes Verständnis agiler Softwareentwicklung und deren Methodiken wie Scrum und Kanban | Sehr gute Kommunikationsfähigkeiten, Überzeugungskraft und Durchsetzungsvermögen, Empathie | Sehr gutes Gespür für Benutzerbedürfnisse und deren Denkweisen und Absichten | Ausgeprägte analytische und konzeptionelle Fähigkeiten sowie hohe Problemlösungskompetenz und Kundenorientierung. | Gute Kenntnisse und sicherer Umgang mit gängigen KI- und LLM-Tools, einschliesslich Erfahrung im Prompt-Engineering, deren APIs und dem effizienten Einsatz von Embeddings. | Strukturiertes, selbständiges und kooperatives Arbeiten in einem interdisziplinären Team | Gutes Grundverständnis für zukunftsweisende Technologien, Systeme und Marktentwicklungen bei Logistiksystemen und deren Logiken | Intrinsische Motivation, kontinuierlich relevante Optimierungspotenziale aufzuspüren und entsprechende Initiativen zu gestalten
35;(Senior) Data Analyst Online Shop (w/m/d);Digitec Galaxus AG;Zürich;Du analysierst das Nutzerverhalten und leitest daraus Hypothesen sowie Handlungsempfehlungen für die Produktentwicklung ab. | Gemeinsam mit Product Owner, Engineers und UX-Experten entwickelst du KPIs und stellst diese über benutzerfreundliche Reports zur Verfügung. | Du übernimmst die Konzeption und statistische Auswertung von Online-Experimenten und leitest daraus konkrete Handlungsempfehlungen ab. | Zusammen mit unseren Data Engineers und Data Scientists trägst du dazu bei, unsere Business-Intelligence-Infrastruktur weiterzuentwickeln und durch übergreifende Initiativen auszubauen. | Du übersetzt die Informationsbedürfnisse des Business in Tracking-Anforderungen und setzt diese gemeinsam mit den Entwicklern um.;Abgeschlossenes Studium im technischen oder Daten fokussierten Bereich (ETH/UNI/FH) oder ausreichend relevante Berufserfahrung. | Erfahrung in der Analyse komplexer Datensätze, idealerweise im E-Commerce-Umfeld. | Fundierte Kenntnisse in der Extraktion und Verarbeitung von Daten mit SQL und Python. | Erfahrung in Konzeption, Umsetzung und statistischer Auswertung von Online-Experimenten (z. B. A/B-Tests) sowie weiterer Methoden der Kausalanalyse. | Kenntnisse im Einsatz von Business-Intelligence-Software wie Tableau oder Looker Studio zur Visualisierung von Daten. | Kenntnisse in Data Science, Machine Learning und Software-Entwicklungspraktiken (z. B. Versionskontrolle) sind von Vorteil. | In Englisch und Deutsch zu arbeiten fällt dir leicht. Die Teamsprache ist Deutsch.
36;Product Lead Sourcing & Purchasing;Brack.Alltron AG;Zürich und/oder Mägenwil;Du führst fachlich durch fundiertes Verständnis der Unternehmensstrategie und tiefes Produktwissen in Deinen Bereichen – von Nutzerbedürfnissen über Markttrends bis hin zu technologischen und strategischen Anforderungen. | Du entwickelst unsere Systeme rund um die Beschaffung und Einkauf mit Blick auf Wirtschaftlichkeit und Zukunftsfähigkeit, identifizierst Potenziale und Synergien und realisierst nachhaltige Lösungen gemeinsam mit Deinem funktionsübergreifenden Team | Du stellst den benutzerorientierten Produkterfolg sicher, indem du neue Funktionen effektiv kommunizierst und relevante Stakeholder wie Commercials / Category Management, Sales und das Management aktiv einbindest. | Du nutzt deinen Methodenbaukasten, um Produkte unternehmerisch weiterzuentwickeln – mit einem klaren Fokus auf Effizienz, Nutzerbedürfnisse und technische Machbarkeit. | Du bist Teil eines agilen Teams und arbeitest hands-on aktiv an der Konzeption und Entwicklung nachhaltiger, skalierbarer technischer Lösungen für die Bereiche Beschaffung und Einkauf mit. | Du verantwortest die Produkt-Roadmap, deren Priorisierung sowie die kontinuierliche Evaluierung neuer Potenziale. | Du bist verantwortlich für die Analyse, Konzeption und Umsetzung neuer Features und Innovationen – von der Idee bis zum Going-Live. | Du treibst technologische Innovationen und Verbesserungen für diese Bereiche aktiv voran, hältst dich über Branchentrends und neue Technologien auf dem Laufenden und evaluierst deren Potenzial für unsere Plattform. | Du leitest die Auswahl und Einführung neuer Technologien her sowie etablierst Best Practices im Team.;Ein abgeschlossenes Studium der Wirtschaftsinformatik, Informatik, Data Science oder Betriebswirtschaftslehre mit dem Schwerpunkt Digitales Marketing oder vergleichbarer Abschluss. | Erste einschlägige Berufserfahrung im E-Commerce, idealerweise im digitalen Produktmanagement von Business Applications rund um Einkaufs- und Beschaffungssystemen inkl. Supplier Data Management | Fundiertes Verständnis agiler Softwareentwicklung und deren Methodiken wie Scrum und Kanban | Sehr gute Kommunikationsfähigkeiten, Überzeugungskraft und Durchsetzungsvermögen, Empathie | Sehr gutes Gespür für Benutzerbedürfnisse und deren Denkweisen und Absichten | Ausgeprägte analytische und konzeptionelle Fähigkeiten sowie hohe Problemlösungskompetenz und Kundenorientierung. | Gute Kenntnisse und sicherer Umgang mit gängigen KI- und LLM-Tools, einschliesslich Erfahrung im Prompt-Engineering, deren APIs und dem effizienten Einsatz von Embeddings. | Strukturiertes, selbständiges und kooperatives Arbeiten in einem interdisziplinären Team | Gutes Grundverständnis für zukunftsweisende Technologien, Systeme und Marktentwicklungen bei Einkaufs- und Beschaffungssystemen inkl. Supplier Data Management | Intrinsische Motivation, kontinuierlich relevante Optimierungspotenziale aufzuspüren und entsprechende Initiativen zu gestalten
37;Applied Machine Learning Engineer (80 %);Zentralbibliothek Zürich;Zürich;unsere digitalisierten Bestände mit zusätzlichen Metadaten für multi-modales Retrieval anzureichern, | grosse Datenkorpora wie zum Beispiel aus dem Google-Books-Projekt mittels ML-Methoden wie Topic Modelling, Named Entity Recognition, Vergabe von Schlagwörtern oder Visualisierungen zu erschliessen, | die Zugänglichkeit unserer Daten zu verbessern, zum Beispiel durch natürlichsprachliche Such- und Empfehlungsfunktionen, Relevanz-Ranking, Auflistung inhaltlich ähnlicher Literatur, Zusammenfassungen oder Übersetzungen, | die Datenerschliessungsprozesse in der ZB weiterzuentwickeln, | Forschende bei dem Zusammenstellen von massgeschneiderten Korpora zu unterstützen | Abgeschlossenes Hochschulstudium in Informatik, Data Science, Computerlinguistik oder gleichwertige Ausbildung in einem verwandten Bereich | Einschlägige Erfahrung in der Anwendung von Machine Learning-Verfahren und von Natural Language Processing-Modellen, idealerweise mit Schwerpunkten auf Textverarbeitung und Textgenerierung | Exzellente Programmierkenntnisse in Python und Erfahrung mit Deep Learning-Frameworks wie TensorFlow oder PyTorch | Fundiertes Verständnis von Datenbanken, Datenintegration und Datenbereinigung | Ausgeprägte Kundenorientierung und Kommunikationsfähigkeit | Initiative, lösungsorientierte und teamfähige Persönlichkeit | Erfahrungen mit methodischer Projektarbeit und Interesse an agilen Arbeitsweisen | Sie arbeiten mit Neugier und Wissensdurst und bringen sich gerne mit guten Vorschlägen ein | Deutschkenntnisse auf Muttersprache-Niveau und gute Englischkenntnisse in Wort und Schrift;no skills found on this job ad
38;Mendix Tech Consultant (all genders);adesso Schweiz AG;Deutschschweiz;"Participate in the full software development lifecycle - Analyze, understand and document software and business requirements; conceptualize and design architecture and structure; design and implement scalable databases; develop web and mobile applications; develop, design and execute comprehensive test scenarios and troubleshooting; set up, manage and track deployment/processes; and maintain through ongoing support and gathering new requirements or enhancements. | Work as part of a project team - offer guidance, feedback, and conduct code reviews. Actively participate in scrum ceremonies. Experience with agile methodologies and proficiency in at least one Scrum framework is mandatory. Additionally, you’ll collaborate with stakeholders, project managers, and solution architects to analyze system specifications, translate them into system requirements, and provide strategic guidance to ensure the project's successful delivery. | Sound knowledge: Degree in computer science, business informatics, data science or a comparable field of study with a relevant connection. | Experience: 2-3 years of professional experience with Mendix. | Certification: Mendix Rapid Certification. | Language skills: Fluent in English and either German (C1), French (C1) or Italian (C1), depending on the location. | Learn and grow with us: we support your continuous development with over 400 training courses and our digital learning platform. | Experience real team spirit: joint events (e.g. ski weekends and the annual eduCamp training trip), welcome days and company runs strengthen our team spirit and allow you to be part of the team from the very beginning. | Commitment that is rewarded: Your commitment pays off - with bonuses for recommendations, lectures, thesis supervision and attractive benefits via our corporate benefits portal.";Development skills: You have already developed with JavaScript, CSS, Python, Java, PHP and PostgreSQL. You are familiar with asynchronous processes such as timers and task queues. | Certifications: Mendix Intermediate and/or Advanced certification. | Automation skills: Development of CI/CD pipelines with Mendix. | Methodology experience: You have experience in BDD (Behavior-Driven Development), TDD (Test-Driven Development), JUnit frameworks and test automation.
39;PhD student in Life Science Engineering (100 %);Haute Ecole d'Ingénierie;1950 Sion;Execute an innovative research project at the intersection of experimental process development and computational modeling, with a focus on process optimization and analytical technologies. | Collaborate with the project partner Lonza and the PhD co-supervisor Prof. Jürgen Hubbuch at the Karlsruhe Institute of Technology (KIT), ensuring strong communication in alignment with project goals. | Share your findings through high-impact publications and conference presentations, contributing to the scientific community and industry advancements.;Master’s degree in chemical engineering, biotechnology, bioinformatics, or a related field, with an academic record above 5.25 (Swiss grading system). | Hands-on experience with liquid handling systems, inclusion body refolding, and/or molecular dynamics simulations. | Strong programming skills (e.g., Python, R, MATLAB) for data analysis and modeling. | Excellent communication and teamwork skills, with fluency in English. | Industrial experience in biopharmaceuticals or related fields is a plus.
40;Business Analyst Material Science;Omya (Schweiz) AG;Egerkingen;"Analyze business, market, customer, and competitor data to provide basis for actionable recommendations in terms of portfolio and/or business opportunities or gaps. | Provide input to establish targets for sales performance for Market/Segment portfolio, such as product mix, sales volume, market share, or business development. | Develop dashboards and reports to monitor market trends, segment performance, and campaign effectiveness. | Collaborate with Sales Excellence team to ensure robust and scalable insight generation. | Measure and report segment growth vs. previous years and strategic plans. | Analyze business metrics for strategic ""solutions"" and provide actionable insights, especially on product mix gaps. | Track sales performance including profitability, volumes, market share, and cross-selling scores. | Support gap analysis for global Key Accounts and vs. target account plans as needed. | Develop and monitor KPIs for strategic projects and target market opportunities. | Deliver timely, accurate reports and recommendations to Segment Head, Portfolio Directors, and Key Account Managers. | Provide competitive intelligence (imports, market benchmarks, competitor activity). | Build and maintain predictive analytics tools. | Leverage AI and CRM (Salesforce) data to uncover trends and opportunities.";Bachelor's or Master's degree in Business Analytics, Economics, Engineering, or related field. | 3+ years of experience in business analysis, preferably in B2B industrial or chemical sectors. | Strong analytical and problem-solving skills. | Data Analysis and management (e.g. Python, SQL, NoSQL) | Proficiency in data visualization and BI tools (e.g., Power BI, Tableau). | Experience with CRM systems (Salesforce preferred) and AI-based analytics. | Excellent communication and stakeholder management skills. | Ability to work cross-functionally in a global matrix organization. | Mindset: Strategic thinker with a hands-on attitude. Curious, proactive, and solution-oriented. | Excellent command in English, both oral and written. | Good command of both oral and written additional relevant language is beneficial, particularly German.
41;Produktmanager*in Life Science;IGZ Instruments AG;Deutschschweiz;no tasks found on this job ad;no skills found on this job ad
